ACCT_GUID,EFF_DT,CIFDB_ACCT_ID,ACCT_BAL_AMT,ACCT_STATUS_RSN_TXT,PAYMT_MIN_DUE_AMT,PAST_DUE_1_30_AMT,PAST_DUE_31_60_AMT,PAST_DUE_61_90_AMT,PAST_DUE_91_120_AMT,PAST_DUE_121_150_AMT,PAST_DUE_151_180_AMT,PAST_DUE_181_210_AMT,PAST_DUE_211_240_AMT,PAST_DUE_241_270_AMT,PAST_DUE_271_300_AMT,PAST_DUE_301_330_AMT,PAST_DUE_331_360_AMT,PAST_DUE_361_UP_AMT,CHARGEOFF_DT,CR_LMT_AMT,CR_LMT_AVLB_AMT,TOT_PAST_DUE_AMT,LAST_PAST_DUE_CYCL_AMT,PAST_DUE_CYCL_LTD_CNT,ACTL_DAYS_PAST_DUE_CNT,CNSCTV_DAYS_PAST_DUE_CNT,MOST_RCNT_PAST_DUE_DT,PAST_DUE_ACCT_STATUS_CD,COLL_ENRLM_STATUS_CD,PAST_DUE_CYCL_TXT,CLNT_PRDCT_CD
bd1a211c-1f14-43d8-9e10-350ce2b250a6,2025-04-22,9221034,8361.92,Hand run campaign run police change.,1985.87,759.6,1251.14,849.62,1113.75,1747.5,405.95,1224.8,1749.51,1248.73,1905.65,291.18,585.89,1784.02,,144518.52,45062.8,14917.34,4343.84,2,7,3,2025-04-04 18:42:51,vX,CENRL670,Build simple true million money.,PRDCT84
157b5ddf-40a1-4555-9345-ef482d0faba6,2025-05-04,9145913,14355.54,Grow newspaper list early hour need democratic.,95.18,677.64,746.01,1064.62,4.7,1584.74,859.37,597.63,1462.69,1215.73,1887.49,1640.09,1807.88,777.15,,54188.27,23115.79,14325.74,4691.68,8,7,29,2025-04-18 16:20:16,oM,CENRL335,Nation blood class sense section manager.,PRDCT12
b8049ae6-6837-4b90-a714-cff15a334d85,2025-03-22,6840706,25963.64,Recognize probably according poor any only investment medical.,3521.92,577.92,1961.55,845.4,341.71,1897.24,958.0,1461.2,984.18,278.79,326.16,1701.16,671.53,1647.04,,136403.78,62314.97,13651.88,4382.28,5,29,6,2025-05-19 08:07:54,Fs,CENRL241,Next discuss star.,PRDCT63
e976c43a-0f62-45c7-9f62-4c3f3fa1465a,2025-04-03,8194757,32858.36,Piece purpose give story anything.,220.84,1652.68,161.06,1964.05,1019.44,852.02,961.85,446.72,352.17,900.53,1260.84,821.47,1265.9,1971.88,,134263.82,106870.88,13630.61,4297.75,11,15,24,2025-04-09 13:00:17,MA,CENRL616,Most bring defense.,PRDCT80
4a3d9760-3082-4e1b-8b9a-f5901bd863ab,2025-03-17,9745100,4456.0,Put common result grow west economy.,2038.79,566.46,446.31,1387.29,933.81,234.66,1764.98,1250.43,684.64,184.65,307.28,725.27,1477.94,671.68,,69088.41,27974.73,10635.4,2084.19,5,10,17,2025-04-05 03:45:22,SR,CENRL479,Improve write share.,PRDCT48
f1427b70-1f6d-4cc4-8437-06abc72e7a1e,2025-04-17,8106319,16668.58,Need social thing small he social pretty.,4840.98,1507.38,420.49,1612.81,1377.99,1990.28,698.56,1531.7,812.54,340.97,1552.67,1813.57,1167.9,546.13,,140949.02,98484.7,15372.99,2932.14,3,1,3,2025-04-12 17:42:39,nF,CENRL145,Hope network argue change.,PRDCT98
d1432f32-6538-4e3d-8344-33beffbcd624,2025-03-24,3088366,56145.92,Day position large cell fear travel religious.,1941.82,1913.01,447.05,1297.37,304.43,1832.0,1689.09,1156.39,670.55,967.61,777.94,1750.57,1881.05,334.01,,143361.36,16416.76,15021.07,1642.27,6,4,24,2025-05-23 09:33:37,JL,CENRL313,Color Democrat decision.,PRDCT36
66344a8d-2444-43a8-8aff-e17b25a6ce27,2025-04-28,5727171,41528.02,Can very describe power.,1298.75,33.77,1728.1,1102.04,1540.25,650.09,54.48,1793.77,80.62,530.46,1872.4,207.61,1128.69,43.33,,113645.28,103334.49,10765.61,4109.55,4,17,27,2025-05-31 14:13:13,Xx,CENRL752,Eye well painting production your.,PRDCT81
c83adbfb-2e67-4b9b-9b39-9f5667a18baa,2025-05-21,8325590,58264.26,Guess relate break anyone chair.,3566.66,747.25,73.97,981.93,1886.82,210.05,543.78,86.2,1838.84,236.9,1625.13,1917.94,1123.86,939.62,,104853.65,87001.19,12212.29,4122.16,10,12,2,2025-05-24 10:46:32,hj,CENRL873,Natural successful family close difference research.,PRDCT04
697ffdd9-5201-41a7-bc89-683a90832ebf,2025-03-14,1718113,59858.46,Or tax grow establish stage miss mouth.,1021.0,1980.67,919.19,1345.38,1158.72,525.74,158.62,238.75,225.92,1322.97,140.86,1886.62,469.47,326.8,,101609.26,61873.26,10699.71,4094.11,5,29,27,2025-05-24 00:34:18,cZ,CENRL181,Ability high teacher.,PRDCT37
f3589f90-2e0a-44fe-a6ba-0c37087aac8f,2025-05-16,5044157,71435.42,Attorney authority keep relationship physical idea but.,1993.15,1939.14,274.16,835.82,1569.74,69.94,771.29,669.41,715.95,1391.04,572.05,1737.76,1101.25,1953.89,,16634.65,8519.2,13601.44,586.39,2,0,24,2025-05-04 16:38:27,ul,CENRL208,Anyone of country production.,PRDCT16
af011521-d183-47a0-942f-0a223a4033e8,2025-04-23,3562022,9583.94,Amount also history car really way.,2860.01,1754.53,176.32,599.4,1042.74,898.82,1086.4,1172.03,674.16,1664.85,8.98,61.3,416.52,1589.88,,96365.6,5120.9,11145.93,2712.84,3,8,1,2025-05-15 04:26:26,tK,CENRL025,Measure himself while.,PRDCT68
95d9105f-c652-40bf-8da0-0f7184b60120,2025-05-18,9479800,28572.02,International performance his commercial life foreign several goal.,694.97,1003.13,1644.36,1534.32,1266.96,461.13,729.24,112.28,1010.88,1486.21,1579.57,584.36,1413.69,1698.93,,183475.63,7329.69,14525.06,1674.55,11,25,10,2025-05-26 06:45:14,Wh,CENRL902,Mean leave best pull.,PRDCT35
76452fda-a333-4084-9a16-417a56bfe5d2,2025-03-11,7183834,65972.95,Commercial drive why hospital compare now wonder.,3812.93,240.7,1195.57,559.8,207.59,1505.52,977.38,1227.29,1279.88,1195.18,1730.22,1770.72,1149.95,1413.12,,169592.63,26329.89,14452.92,3296.6,12,11,25,2025-04-13 22:52:22,wM,CENRL238,Should clearly its probably edge much.,PRDCT96
4988a1f1-4f98-466b-a6f4-7296743e3435,2025-04-10,6350273,53553.8,Debate report bank.,1385.47,991.65,1886.99,1024.88,555.6,1354.09,795.07,443.86,699.16,1741.82,157.26,941.23,62.51,1963.24,,131280.3,71853.46,12617.36,2090.14,4,8,7,2025-05-21 18:34:15,pF,CENRL925,Red the company sport Congress stay.,PRDCT46
c96eb53c-3a84-4a6d-b6ca-84e9190f7707,2025-04-12,4591215,6062.32,Above early matter respond team debate leg.,4694.9,1314.16,1161.02,978.11,107.14,229.62,770.73,1645.22,421.08,876.0,1855.83,1577.57,307.57,555.82,,124001.06,11567.69,11799.87,3907.96,12,15,6,2025-04-28 23:38:47,Ui,CENRL139,Bar during though city run.,PRDCT25
9319bc5f-ab10-4709-8c9f-2cef35827bad,2025-03-23,6246393,78299.29,Whom radio traditional later.,2557.08,1447.58,683.5,1357.91,1217.86,1982.15,29.1,1965.52,1244.99,722.77,864.39,1147.69,1764.65,70.32,,71854.69,48081.55,14498.43,3302.92,7,1,10,2025-04-03 03:54:31,eQ,CENRL981,While start the style attorney.,PRDCT09
07d5e179-9ad9-4118-ac42-7f686852faac,2025-05-25,6103813,19252.29,Population sell from general take know.,913.97,1018.29,974.77,832.81,243.5,1805.18,748.27,4.12,1057.67,934.67,486.81,662.88,1560.74,90.29,,162158.01,99978.04,10420.0,1133.31,1,27,1,2025-04-21 09:31:27,No,CENRL950,Training gun experience house father subject.,PRDCT19
1232a196-83aa-4765-8ee0-156fdcc52c03,2025-05-27,8931650,47213.63,Fall skin carry.,1541.45,1149.73,1908.38,876.86,519.99,1274.92,841.32,1015.75,1690.48,106.14,1590.32,1091.11,393.63,808.4,,14619.67,3058.93,13267.03,3151.03,10,13,7,2025-05-25 10:04:06,bD,CENRL290,Develop result our main.,PRDCT20
e8364f8c-bcca-4ee7-9caf-7c7a65f2b1e9,2025-04-13,1969185,86970.36,Still civil guess practice.,1782.18,1390.02,111.58,1878.55,1090.17,1033.48,228.13,448.68,1992.83,1543.15,1172.23,9.24,240.38,1354.86,,73079.52,4294.33,12493.3,589.35,2,11,20,2025-04-25 00:39:11,Xy,CENRL408,Goal machine according we beat.,PRDCT89
49a8fd25-1247-4a09-9bf9-e20858bcc632,2025-03-12,6335937,59732.38,Contain along protect with official.,666.96,44.4,1957.57,1148.1,661.28,257.84,663.08,129.14,1792.73,1564.95,1205.63,482.84,1762.21,1542.84,,10378.15,3085.58,13212.61,2612.3,10,22,13,2025-04-03 02:54:35,ZE,CENRL256,Particularly put that edge.,PRDCT64
bb393cf6-a680-4eb6-aebd-91a3e463ccd2,2025-04-12,6542763,95196.99,Trial evidence open yeah heavy either source.,2562.14,1960.96,455.7,332.1,1096.66,631.8,854.69,650.09,1195.7,65.98,886.5,1417.03,906.08,578.76,,166088.91,136492.49,11032.05,474.15,7,6,30,2025-05-27 02:23:28,oh,CENRL868,Board crime team right cultural.,PRDCT07
384683ff-d687-47cb-a029-19ab561c9e74,2025-04-30,7314657,84694.17,Do moment play expect.,4774.12,9.96,425.77,1494.03,275.97,265.96,1709.56,1667.59,245.95,1344.83,1403.71,521.93,906.69,1632.27,2025-05-07,20389.19,9213.02,11904.22,341.39,4,9,28,2025-04-21 14:56:15,ZJ,CENRL654,Imagine state marriage about.,PRDCT32
7db41475-e8ae-43e7-9ff7-d34e91bb39a2,2025-04-20,2002265,5912.23,Line again environmental cost.,2369.21,617.67,143.94,1751.15,1557.94,1724.33,1908.04,1896.1,1869.58,1369.05,1104.01,80.09,1847.1,1833.76,,27660.36,24336.88,17702.76,2221.83,7,4,5,2025-04-16 01:15:11,fp,CENRL188,Get alone huge share plant old.,PRDCT77
307895ae-a79e-4e5b-bb5b-246320ccf21a,2025-05-06,2835702,89288.88,Great street this accept western.,4360.07,1881.64,1856.48,1882.82,1012.68,238.33,31.18,253.82,742.7,667.68,1497.55,1962.49,810.89,1960.59,,162152.44,153468.82,14798.85,2171.21,4,14,2,2025-04-27 19:13:29,qD,CENRL744,Phone with or ground present place.,PRDCT74
20eb7fe4-de38-44ed-9d41-f95fd5087b06,2025-04-05,1493338,42296.34,Decision there include product stand.,3046.18,21.69,1892.96,213.33,1590.63,47.43,561.25,662.88,966.77,1416.04,647.54,58.76,1406.07,1957.88,,119371.52,31115.97,11443.23,1509.65,12,22,9,2025-04-13 20:42:42,yz,CENRL714,Spend marriage situation.,PRDCT30
d2aa357b-9656-466c-8ecc-fcfdc94ce98d,2025-03-09,2304930,99723.88,Note drug deep protect police pull.,2851.26,113.26,625.28,764.59,152.21,1357.82,1549.29,1743.36,741.55,1149.46,1166.04,1835.64,1699.0,1492.92,,134139.54,64042.32,14390.42,1700.39,12,29,5,2025-05-06 22:04:00,nS,CENRL509,Apply event analysis affect discussion.,PRDCT61
7d056b36-5ec0-4caf-ba81-fc0850742b5f,2025-03-18,3776976,94750.34,Main dark along begin describe I.,3749.6,829.04,1855.17,1794.79,1316.96,1489.67,1678.8,113.68,1816.09,1777.77,366.1,1550.57,1381.72,1898.86,,195773.94,184185.27,17869.22,390.46,5,11,22,2025-05-11 12:59:02,dM,CENRL057,Yeah per door car participant entire.,PRDCT57
a487cb30-323e-40f7-b950-32a256fcbda2,2025-05-24,9917226,6387.42,Third among particular discover leave war you industry.,1396.66,1089.94,1870.24,896.69,1635.91,1511.25,851.53,1555.26,75.5,1653.38,62.12,33.44,25.39,1391.1,2025-01-21,14473.35,6697.72,12651.75,4662.93,12,21,5,2025-05-08 23:54:19,Ao,CENRL247,Save marriage act whom reach.,PRDCT14
63bc3a69-0721-4d79-96fd-1050193eb31c,2025-05-15,9405175,67828.76,Political right check left today.,2626.11,1997.33,1203.49,806.75,1.63,1874.65,1941.94,716.7,1514.09,169.27,1744.4,231.57,1378.85,969.17,,104549.01,71974.98,14549.84,2133.36,8,29,24,2025-04-21 02:10:10,yH,CENRL055,Break include ok night.,PRDCT17
09dea70d-1780-44aa-b3f7-4c0861647042,2025-05-14,4500964,17009.98,Age candidate culture he firm do article.,4906.68,448.85,1590.42,215.46,176.98,120.95,347.77,203.04,202.85,1815.02,1208.07,1992.26,634.18,1118.66,,187232.62,153997.73,10074.51,1574.86,10,16,10,2025-05-28 21:32:07,XR,CENRL412,Necessary picture voice throw see.,PRDCT49
e5bc3dff-353d-447f-8c39-95fd6adc9503,2025-03-20,4111859,84854.68,Send however short.,2415.86,1130.92,646.41,1331.52,1828.86,1553.21,151.05,290.85,237.38,1667.85,611.69,1869.24,1280.38,637.4,,87388.16,73621.62,13236.76,639.01,7,3,1,2025-04-30 08:18:59,CL,CENRL481,Against understand through explain.,PRDCT73
7fb59543-7115-4a92-9dec-83da09cc85c4,2025-03-04,2193561,5146.08,Rule actually process million.,442.73,1208.74,1195.81,1138.89,444.3,753.3,563.36,387.09,1150.45,592.11,1803.69,1138.51,621.05,1355.0,,67827.73,26143.6,12352.3,2663.85,12,22,28,2025-05-19 08:49:42,In,CENRL918,Same important accept factor.,PRDCT61
a4a7b971-8ac8-4de1-a351-addcef5070d8,2025-03-15,5920055,85344.02,Meeting reach seven international.,193.19,1289.61,561.08,557.83,282.99,364.44,350.84,687.1,1033.87,1588.16,1336.37,1279.67,246.65,813.26,,66227.27,35647.35,10391.87,1670.94,5,9,2,2025-04-10 19:57:05,Tm,CENRL238,Total result rather street probably.,PRDCT34
5d884837-9670-499b-bd6a-b275efca302a,2025-04-14,5050275,52821.32,That lose question whom federal.,1429.53,812.91,1920.22,1871.15,1422.04,1281.55,1808.28,707.73,422.69,310.39,139.3,711.75,136.99,1301.11,,60901.66,7058.03,12846.11,2997.12,4,30,13,2025-05-02 04:09:38,Io,CENRL415,Here value cover.,PRDCT97
c495a105-ec82-4c22-9942-3ad10637adaf,2025-03-14,5661993,11622.57,Half stand old surface.,3255.1,208.74,1660.94,466.06,903.56,1655.48,1437.62,1558.47,27.16,562.43,1844.46,290.89,948.91,248.54,,39269.9,5469.09,11813.26,1908.43,11,4,10,2025-05-03 21:18:46,kP,CENRL417,Work short else much before.,PRDCT50
11786ba8-296e-448f-86df-c019c27e8628,2025-04-09,6554267,56668.46,Deal benefit heavy under story company TV get.,1738.44,915.24,1420.44,1051.93,1040.0,853.05,488.58,361.72,511.33,1875.7,1031.02,1233.74,345.26,1530.78,,137934.71,96502.86,12658.79,4965.28,4,19,25,2025-05-25 12:14:02,Td,CENRL285,Radio front sort always foreign foreign.,PRDCT64
2e75135a-8436-4274-8501-88bae1cf2a6f,2025-04-03,3827525,98476.56,Left pressure good commercial.,1163.6,1803.07,1580.4,935.52,1238.6,572.34,279.94,1415.26,570.6,775.2,990.94,1083.19,1327.81,137.99,,169436.77,106172.14,12710.86,4390.1,3,4,20,2025-04-24 13:25:06,if,CENRL691,Fire operation poor rather about scene.,PRDCT41
b20b64dd-386e-4164-a240-6eb8d1eb7cc4,2025-04-23,5456493,2190.46,Land shoulder room full evidence.,4613.04,1745.38,1832.03,1232.27,1482.05,1405.34,1160.3,1459.21,831.0,1162.17,1105.46,819.72,639.32,866.8,,48183.1,44676.51,15741.05,3865.82,9,13,21,2025-05-26 21:23:30,zN,CENRL543,Man cold land simple hospital cover.,PRDCT56
cd39d7b6-29ff-4680-ba28-aa5ccfb5c3e3,2025-05-16,3326840,20549.58,Although foreign leg voice woman hotel officer home.,2684.32,1216.2,790.94,1626.34,653.79,222.86,51.31,670.67,131.27,1636.35,789.22,754.41,1217.4,1960.27,,19447.41,16495.9,11721.03,567.83,9,7,13,2025-04-13 16:29:00,oH,CENRL287,Television today choose.,PRDCT51
1844bb60-bf22-4ee7-932c-5b5b9cba15ab,2025-04-12,2883008,76020.18,Identify attack network ready.,4268.19,1550.76,231.0,1306.03,513.37,1316.24,252.24,1796.4,310.75,285.16,521.52,885.19,464.23,1033.91,,101406.98,9495.15,10466.8,3265.22,4,11,2,2025-05-10 19:35:32,If,CENRL996,That song front moment security Mr.,PRDCT07
b056ca34-cec2-4439-a308-5353ca8ee5ac,2025-03-27,4575187,16974.47,Difficult road ground perhaps.,3662.57,1107.24,697.19,1065.13,651.23,236.84,985.78,23.63,1471.96,1204.94,1206.32,1047.68,1218.41,701.96,,167753.17,30275.15,11618.31,3415.25,1,8,18,2025-05-07 10:39:58,dk,CENRL104,Ability reveal particular.,PRDCT39
d7e1aa47-5960-4a40-ac33-e279f43001ac,2025-04-19,4565854,61556.54,May with field protect our ok still find.,2470.33,567.01,313.41,1247.25,213.29,1885.26,1641.6,878.58,824.03,194.63,621.07,9.81,393.17,189.03,2025-02-09,195456.94,27240.91,8978.14,2458.75,0,1,15,2025-05-05 02:25:26,yD,CENRL006,Wind himself establish.,PRDCT70
9caf2edb-fd72-4f3a-b012-f6f7da69ad34,2025-03-15,2120607,67699.61,Tv individual whatever identify.,776.72,516.58,1800.87,211.96,1190.7,1225.76,686.62,1454.99,1533.36,565.07,1498.29,737.35,1945.45,836.02,,92952.03,38382.49,14203.02,1689.04,3,11,7,2025-04-17 06:38:34,Xa,CENRL965,Marriage firm plant south clearly charge.,PRDCT62
82485fdc-0e5e-4271-8dea-b6810a5ae8ff,2025-05-12,4569165,90535.87,Customer same energy blood two.,4660.25,732.02,245.87,1410.06,1812.03,675.53,1097.36,1730.32,1385.42,589.82,1838.39,1840.14,1290.87,1470.76,,150221.1,71104.93,16118.59,288.06,0,23,3,2025-05-24 02:30:21,yd,CENRL033,Treatment training forget.,PRDCT43
0e2962d6-7e7d-4691-a333-6e494cbc2b4f,2025-05-05,1114313,87773.88,Right issue run make teach.,3450.62,90.2,965.43,1489.78,27.2,1679.09,929.54,1174.18,1284.43,838.75,813.22,976.33,1863.47,1544.05,,75995.77,72667.66,13675.67,2494.49,5,5,20,2025-05-16 07:18:33,Iy,CENRL568,Particular best front smile ago.,PRDCT36
b90f21da-c9f8-4f72-9212-3bdf3c5853e9,2025-04-15,9196263,55546.51,Get forward discover stuff blue.,3487.77,1215.57,1764.0,1775.32,610.5,1848.55,1764.71,1197.41,1292.86,622.13,937.21,332.89,1709.35,1446.32,,40756.62,29081.55,16516.82,3602.77,7,28,20,2025-04-03 12:19:12,KW,CENRL668,Suggest serious enough have.,PRDCT25
0585a4e5-35a6-4577-95e8-d5bfd980c302,2025-04-16,5079136,32511.73,Soldier letter shoulder remember keep.,4310.56,1497.37,1281.32,1725.42,297.5,1352.0,1381.57,1435.85,1531.37,263.3,1763.46,892.59,1610.05,517.0,,99963.07,45403.15,15548.8,3959.56,6,25,5,2025-05-07 23:33:24,SH,CENRL667,Similar operation month student.,PRDCT02
1be40d9c-68a6-41da-bb3e-846c9b103377,2025-03-25,7193929,92963.54,Edge whom note arm.,2375.98,62.26,284.77,793.31,199.34,258.97,1979.73,152.98,98.01,1508.96,543.66,78.23,169.04,555.02,,65350.1,59943.02,6684.28,3634.85,4,28,18,2025-04-28 22:32:24,TR,CENRL418,Door site guess game.,PRDCT24
779790f1-bd30-4fb2-860b-40043aa5f5ff,2025-03-17,5064078,80003.24,People cover side fight list social although per.,2754.23,1458.04,1844.64,1833.79,1316.58,711.85,863.78,519.67,1420.16,1458.86,30.4,240.97,355.44,1678.08,,18138.7,14894.54,13732.26,3114.67,8,21,3,2025-04-24 02:30:25,AB,CENRL351,Real thing catch.,PRDCT33
fef92e02-2cbb-4a97-97d5-2438fe2c3243,2025-05-24,9984619,63521.42,Take generation believe.,786.61,694.23,80.46,229.79,730.13,798.68,29.01,37.3,560.54,917.26,998.52,951.23,1328.3,520.75,2024-12-17,179434.4,165223.02,7876.2,762.96,6,9,21,2025-05-02 01:45:43,Ta,CENRL693,You month industry drop product.,PRDCT82
fb15d23e-b100-475b-8e8d-713285d6991c,2025-03-11,2207776,16427.77,Test street everyone whom detail should.,1410.61,848.14,93.46,1789.64,1379.41,1240.16,1859.93,1339.97,534.33,543.96,1633.94,114.63,1521.49,355.41,,98482.33,84981.47,13254.47,367.36,9,22,7,2025-04-04 10:06:23,JY,CENRL338,Establish ten finish look happy.,PRDCT02
1d95dadc-498f-4ded-8933-d8ab32196cb5,2025-04-25,1660543,39577.93,American each practice wife institution.,1958.35,748.09,1644.79,298.08,1096.27,142.96,331.33,748.84,324.25,734.78,1049.58,205.7,481.77,396.53,,193668.15,47457.97,8202.97,2965.01,8,20,22,2025-05-09 21:28:22,nA,CENRL684,Ask theory administration.,PRDCT63
8fddc1eb-18d2-4904-8464-6c68c696a1e6,2025-03-04,9297241,78933.87,End oil coach wall rate yourself.,2186.8,1873.39,51.37,816.6,58.6,240.3,1321.6,1304.63,1955.98,794.71,513.83,882.25,1891.1,825.2,,135373.95,12704.98,12529.56,4444.23,8,24,27,2025-05-29 01:28:13,SP,CENRL784,Positive remain successful identify pass.,PRDCT03
daeac5f9-5442-47b1-ba5b-05ba86d8143c,2025-04-01,1938612,8822.93,Although necessary history general discussion order capital.,1134.59,1978.08,337.28,1071.73,1569.13,1947.24,562.91,105.45,363.19,1740.01,1724.26,1783.08,1652.32,657.24,,18786.87,1055.67,15491.92,4896.77,2,7,23,2025-05-01 19:20:07,ln,CENRL824,Relationship report knowledge toward east.,PRDCT86
eb358237-6449-46af-8943-83d010f1b070,2025-03-02,3306372,83954.22,Chance among full clearly question last.,3470.86,1018.2,1498.2,313.92,300.62,1566.94,30.54,307.66,1208.45,1785.44,1146.61,1549.85,624.9,975.67,,40149.52,37758.41,12327.0,1918.45,1,13,25,2025-04-02 06:32:03,ku,CENRL998,Form better road.,PRDCT98
76064f21-afd5-4c5c-a00b-6ee4675bc723,2025-04-28,7344079,3784.72,Wish history yourself audience particularly several attention.,1173.02,1718.88,32.43,746.21,864.77,1247.32,1537.0,52.53,856.28,1246.54,1222.6,851.35,1973.76,476.36,2025-01-21,31778.49,3512.71,12826.03,2111.3,5,6,5,2025-05-06 00:23:28,iD,CENRL169,Citizen wife number develop force.,PRDCT78
a742c387-42a2-400c-8b15-e319d57ffcbe,2025-04-06,6383846,68743.23,Themselves friend expert yourself pattern always total.,4400.96,692.96,843.12,1548.07,653.6,454.22,1677.51,1273.32,677.8,1470.94,248.28,1389.37,1762.31,889.62,2025-03-04,94373.39,56117.25,13581.12,2039.88,8,15,0,2025-05-16 02:01:02,cy,CENRL743,Inside everyone herself bag clearly.,PRDCT83
ee6fff0e-ed24-48e9-81ad-62b1a992d45d,2025-05-16,9468770,88207.61,Yet health response air add factor fear.,4519.06,874.99,731.36,340.92,1490.62,1630.52,1340.31,527.19,1811.84,162.21,1658.21,1149.38,1079.59,1401.83,2025-04-12,83603.46,37386.13,14198.97,1192.27,1,30,28,2025-05-26 06:12:05,UN,CENRL107,Federal remember truth.,PRDCT42
37aab0ee-b120-4d47-b6ae-36941ffc6445,2025-04-07,4300754,63961.42,Very program toward along military.,3367.04,85.08,1470.5,1144.56,551.2,697.69,1527.36,1693.0,170.77,1531.14,915.38,259.6,361.23,170.32,2024-12-05,142700.46,53714.44,10577.83,1368.04,1,7,25,2025-05-13 21:14:35,AD,CENRL185,Vote indicate dog draw series Mr.,PRDCT52
43c006b9-5412-443d-a532-204f4591105e,2025-03-04,6511354,91881.53,Treat meeting raise let value rest.,3693.65,95.07,1680.38,1944.93,1932.91,457.67,758.03,102.34,1316.69,775.81,1334.9,1136.48,1094.44,124.63,,68365.54,62094.99,12754.28,3478.14,3,14,24,2025-04-19 09:20:51,yB,CENRL020,Watch now build.,PRDCT72
d125b402-52d6-4087-be59-41baddf1b2db,2025-03-11,1170722,66053.68,Per else statement style his future.,169.21,569.26,367.67,67.75,949.96,499.43,1995.47,500.68,447.24,1678.94,1974.73,162.32,596.84,1357.57,,125544.93,114219.59,11167.86,2298.18,12,6,18,2025-04-17 00:16:04,im,CENRL467,Animal speech soldier cover my.,PRDCT73
8af144b9-3b85-47b4-90bc-932ea06b8ee5,2025-03-23,4488838,1691.99,Through dark class ago few need.,214.41,245.59,1803.19,605.94,793.99,1450.73,109.45,1253.76,1652.38,1230.71,178.43,325.25,666.79,371.41,,68725.16,27252.14,10687.62,2094.0,7,19,15,2025-04-10 07:40:11,LR,CENRL762,Trial modern step team wind.,PRDCT95
ac8e9c50-53b1-4a52-a031-7b584483a4d5,2025-04-28,1923566,96801.79,Prove store call student measure various stay indicate.,1199.44,1306.77,577.55,888.11,857.62,1118.61,1137.65,1724.09,1847.82,1980.7,1905.33,926.21,224.37,1826.9,,65183.86,16523.93,16321.73,1741.55,10,23,20,2025-05-17 18:23:25,kQ,CENRL100,Market surface marriage keep.,PRDCT35
93a02a11-4ebb-434f-a5b3-ef1708c35794,2025-03-22,5831230,10388.92,Simply rich property young public.,808.79,949.35,890.98,465.91,1648.54,477.23,1520.7,542.68,355.73,1280.56,1650.88,1528.55,847.47,1369.14,,48885.92,40388.99,13527.72,3809.85,5,11,13,2025-04-17 20:33:55,rJ,CENRL192,Blood across our issue attack anyone.,PRDCT26
220e1a25-d6ba-4cfa-a908-e373aed6482c,2025-04-02,6675850,47142.75,Born establish cup data floor.,3886.07,398.64,165.73,1077.05,805.44,1756.0,886.97,1806.28,572.85,1773.5,205.47,111.23,923.36,1373.94,,186182.35,90572.67,11856.46,1267.62,12,23,28,2025-05-13 06:13:21,bM,CENRL314,Worry nice according.,PRDCT31
80667231-0249-40e5-895e-5735f0fd7168,2025-05-25,7400401,93628.7,Management police such consumer kitchen.,4216.98,90.75,1022.86,1324.29,829.56,1333.18,1999.31,254.39,1336.56,800.13,1004.24,524.86,1619.81,1059.77,,86523.7,45952.08,13199.71,4598.81,1,29,17,2025-04-16 15:49:58,gF,CENRL096,Since child he record past process green.,PRDCT97
a888a002-5cd5-40d9-abd5-a75f0b0a5aeb,2025-04-20,5709270,55852.79,Learn suddenly store determine can compare rise.,951.38,263.51,993.47,1202.02,1002.09,1124.07,241.05,1500.49,859.01,1506.33,1704.38,1220.54,1012.61,642.25,,95933.77,94598.15,13271.82,3346.51,7,20,12,2025-05-21 20:24:58,vF,CENRL407,There strong well water beat end.,PRDCT11
a2d19309-d4b0-481c-9ba8-75b3dfc12507,2025-03-12,3535409,10402.29,Beyond movement visit opportunity model sure.,3364.4,1797.74,1277.5,1225.62,68.4,1275.35,901.67,475.46,825.58,706.53,1251.31,968.26,56.25,981.99,,114869.66,23525.84,11811.66,1432.7,7,5,14,2025-04-12 02:10:23,yp,CENRL478,School use ago article office specific.,PRDCT76
7bad5269-2a7e-4fe9-9991-37863c9c0b5b,2025-03-31,4743928,36289.1,Information model avoid involve decade position.,1739.38,1775.64,40.11,847.86,582.52,316.21,1849.98,291.07,1048.8,174.97,117.26,1074.47,1838.99,1833.76,,125400.0,35697.36,11791.64,3316.57,5,20,29,2025-04-12 02:51:00,JG,CENRL311,Officer until truth recent.,PRDCT75
04f01cd6-1f91-4239-9f16-54992dea002f,2025-04-28,8470432,24917.94,Modern reduce take recent door mother moment.,779.33,1570.17,227.47,1929.93,1062.88,1547.12,1990.58,1879.14,100.58,1042.82,1817.03,7.29,1920.81,1514.9,2024-12-18,15107.4,3823.87,16610.72,964.53,4,23,22,2025-04-15 01:13:21,YM,CENRL513,Morning feeling level.,PRDCT98
595340ef-2463-48ab-9770-d0dd4e501530,2025-03-05,4105258,80022.12,Lawyer catch maintain more improve speech set.,2866.43,1661.5,1803.15,1091.73,1292.23,1363.05,348.51,5.86,262.12,1168.8,692.55,1571.08,197.24,818.96,,182710.28,147137.31,12276.78,1808.49,11,9,15,2025-05-03 06:10:11,sI,CENRL149,Account religious bad.,PRDCT22
